OV,RE,USU
193.8,257.8,448.9
193.7,261.6,448.9
210.8,252.0,448.9
190.6,257.0,448.9
197.0,267.8,448.9
222.6,258.5,448.9
192.7,261.8,448.9
221.7,254.2,448.9
213.6,272.7,448.9
202.0,267.3,448.9
213.5,222.0,448.9
211.4,218.8,448.9
196.2,216.2,448.9
191.7,210.2,448.9
195.7,214.8,448.9
192.7,217.3,448.9
214.0,233.0,448.9
245.5,327.9,448.9
261.1,359.8,448.9
267.0,360.2,448.9
263.1,355.0,448.9
285.8,404.8,448.9
278.1,347.2,448.9
308.0,391.7,448.9
309.6,395.8,448.9
319.2,380.3,448.9
307.8,417.3,448.9
385.3,342.7,448.9
314.2,349.9,448.9
393.5,376.6,448.9
324.4,337.4,448.9
328.2,354.3,448.9
347.8,351.2,448.9
352.4,349.3,448.9
322.2,408.7,448.9
353.3,401.8,448.9
345.8,473.8,448.9
330.7,413.6,448.9
353.2,422.5,448.9
322.5,391.6,448.9
347.0,389.2,448.9
331.9,429.7,448.9
358.5,403.0,448.9
327.0,419.0,448.9
359.3,419.0,448.9
375.3,346.6,448.9
334.2,400.2,448.9
325.3,371.9,448.9
366.4,341.6,448.9
323.6,375.2,448.9
341.8,408.4,448.9
337.9,343.3,448.9
316.3,378.0,448.9
329.7,421.9,448.9
344.0,406.7,448.9
333.5,437.5,448.9
336.9,444.1,448.9
343.5,392.9,448.9
337.4,393.2,448.9
343.4,393.5,448.9
329.9,415.7,448.9
330.1,415.8,448.9
331.0,384.1,448.9
308.1,396.2,448.9
330.5,372.2,448.9
305.4,341.7,448.9
327.8,343.0,448.9
296.1,317.8,448.9
335.5,370.1,448.9
333.0,318.5,448.9
308.7,361.0,448.9
313.3,336.9,448.9
322.4,324.5,448.9
329.7,377.2,448.9
295.2,337.8,448.9
302.5,376.7,448.9
324.8,322.5,448.9
292.4,336.2,448.9
296.3,335.4,448.9
298.7,332.1,448.9
305.2,333.4,448.9
305.5,323.3,448.9
303.3,325.0,448.9
311.6,324.4,448.9
285.9,273.3,448.9
287.8,272.1,448.9
293.4,267.1,448.9
290.3,267.1,448.9
337.0,318.0,448.9
215.1,268.9,448.9
201.6,217.0,448.9
182.8,221.3,448.9
192.1,289.1,448.9
183.9,289.5,448.9
200.7,258.8,448.9
199.7,323.4,448.9
199.4,265.7,448.9
200.1,248.3,448.9
184.7,255.4,448.9
201.2,258.9,448.9
200.0,257.8,448.9
181.5,309.9,448.9
198.2,307.9,448.9
198.1,211.1,448.9
188.8,207.5,448.9
204.0,216.1,448.9
179.3,212.0,448.9
182.2,223.3,448.9
196.8,212.9,448.9
183.8,251.9,448.9
205.8,257.8,448.9
196.6,261.1,448.9
178.9,261.2,448.9
249.8,318.0,448.9
239.2,352.1,448.9
237.2,409.9,448.9
264.6,399.2,448.9
236.4,340.0,448.9
244.1,345.9,448.9
289.9,347.7,448.9
294.3,309.4,448.9
337.3,321.9,448.9
313.6,323.5,448.9
335.2,324.8,448.9
342.3,318.4,448.9
325.4,348.5,448.9
306.7,390.3,448.9
305.9,390.4,448.9
353.1,381.3,448.9
329.6,470.9,448.9
341.8,447.4,448.9
322.8,429.4,448.9
325.3,402.6,448.9
312.3,387.9,448.9
333.3,368.0,448.9
349.0,376.0,448.9
327.6,334.5,448.9
315.8,345.7,448.9
322.4,330.6,448.9
315.0,364.7,448.9
341.8,392.3,448.9
317.2,363.6,448.9
351.6,329.4,448.9
311.3,353.4,448.9
343.9,359.7,448.9
348.1,362.2,448.9
316.4,377.2,448.9
334.1,475.2,448.9
338.9,488.0,448.9
316.7,433.9,448.9
332.8,472.0,448.9
326.2,436.4,448.9
307.9,349.1,448.9
305.8,415.7,448.9
332.3,386.3,448.9
314.5,537.6,448.9
337.5,526.4,448.9
304.8,415.4,448.9
338.8,435.4,448.9
334.7,355.4,448.9
293.9,361.5,448.9
319.2,386.4,448.9
311.6,379.6,448.9
281.3,342.2,448.9
300.6,362.1,448.9
285.7,337.6,448.9
280.4,339.8,448.9
279.8,355.9,448.9
326.8,334.0,448.9
295.2,377.1,448.9
280.6,332.6,448.9
326.5,277.1,448.9
283.0,276.1,448.9
314.3,277.6,448.9
287.5,277.5,448.9
325.1,278.1,448.9
288.0,272.4,448.9
302.1,268.8,448.9
287.2,271.6,448.9
298.9,311.3,448.9
299.6,318.6,448.9
299.5,307.2,448.9
298.7,306.9,448.9
291.4,364.7,448.9
281.5,350.3,448.9
188.0,243.4,448.9
187.9,182.5,448.9
220.0,184.7,448.9
183.5,189.2,448.9
182.7,143.0,448.9
217.0,137.9,448.9
187.4,141.0,448.9
198.1,138.4,448.9
197.9,142.7,448.9
188.2,144.2,448.9
182.6,143.6,448.9
195.0,238.7,448.9
184.3,241.9,448.9
181.5,245.6,448.9
194.9,182.6,448.9
177.9,182.0,448.9
185.4,186.0,448.9
217.1,185.4,448.9
180.0,182.0,448.9
179.6,185.6,448.9
199.5,185.2,448.9
184.5,142.8,448.9
177.5,144.3,448.9
201.1,141.8,448.9
179.7,164.7,448.9
184.6,219.5,448.9
205.0,221.1,448.9
201.6,157.9,448.9
178.9,204.9,448.9
195.3,199.7,448.9
193.3,217.8,448.9
179.3,201.0,448.9
174.7,206.5,448.9
193.8,267.8,448.9
174.7,300.5,448.9
180.7,400.0,448.9
191.8,271.4,448.9
180.1,304.1,448.9
176.3,218.3,448.9
191.6,218.1,448.9
169.9,223.4,448.9
168.9,197.9,448.9
190.0,196.1,448.9
190.8,195.4,448.9
170.7,241.2,448.9
175.3,200.6,448.9
188.1,191.8,448.9
229.6,237.7,448.9
229.8,234.4,448.9
230.7,243.5,448.9
231.7,239.9,448.9
231.1,290.4,448.9
232.8,295.6,448.9
230.4,320.7,448.9
254.0,249.6,448.9
247.5,213.3,448.9
232.0,230.5,448.9
251.2,264.1,448.9
249.0,230.2,448.9
232.1,202.1,448.9
236.5,184.3,448.9
248.2,179.3,448.9
249.0,216.3,448.9
236.8,231.2,448.9
230.7,238.9,448.9
266.1,286.0,448.9
223.6,263.1,448.9
199.5,272.5,448.9
172.3,251.8,448.9
173.9,336.9,448.9
176.1,336.5,448.9
167.5,218.1,448.9
185.8,206.6,448.9
167.1,204.0,448.9
197.1,204.0,448.9
187.5,206.6,448.9
168.6,198.7,448.9
191.2,202.4,448.9
171.3,207.2,448.9
175.4,200.8,448.9
175.1,255.7,448.9
176.5,251.3,448.9
202.8,247.7,448.9
194.9,243.1,448.9
175.0,249.4,448.9
192.7,308.0,448.9
172.9,296.4,448.9
194.4,300.8,448.9
195.3,198.4,448.9
172.4,162.9,448.9
179.4,159.5,448.9
191.5,154.1,448.9
177.4,158.9,448.9
186.5,152.0,448.9
176.3,161.0,448.9
176.3,202.0,448.9
195.0,192.7,448.9
172.8,179.4,448.9
176.7,184.5,448.9
198.2,185.0,448.9
178.2,240.7,448.9
178.9,237.4,448.9
196.3,186.9,448.9
193.5,185.4,448.9
175.8,141.4,448.9
204.0,140.2,448.9
176.4,137.8,448.9
176.4,143.9,448.9
202.6,140.5,448.9
177.7,141.6,448.9
192.1,140.9,448.9
189.1,183.1,448.9
182.4,183.2,448.9
195.9,180.3,448.9
180.0,235.7,448.9
180.2,235.6,448.9
211.1,182.9,448.9
179.8,184.5,448.9
174.9,197.7,448.9
218.3,178.5,448.9
182.8,136.6,448.9
189.5,132.3,448.9
218.7,137.3,448.9
183.6,132.5,448.9
173.6,161.9,448.9
198.1,152.0,448.9
169.8,154.1,448.9
176.4,250.9,448.9
191.3,248.7,448.9
191.2,197.4,448.9
181.2,203.0,448.9
174.8,201.4,448.9
189.9,251.4,448.9
172.3,287.6,448.9
174.3,223.3,448.9
179.9,238.8,448.9
178.7,191.0,448.9
200.9,246.6,448.9
179.8,224.3,448.9
195.7,316.9,448.9
194.0,314.6,448.9
199.0,308.4,448.9
203.7,239.6,448.9
228.4,214.7,448.9
244.7,219.2,448.9
236.5,258.2,448.9
236.5,265.0,448.9
261.1,265.2,448.9
245.6,255.8,448.9
243.5,257.1,448.9
255.3,264.6,448.9
239.7,253.6,448.9
276.1,231.7,448.9
235.1,223.9,448.9
244.0,216.9,448.9
254.1,228.9,448.9
241.5,278.4,448.9
258.9,288.9,448.9
277.1,291.3,448.9
240.5,237.7,448.9
254.8,231.7,448.9
233.0,266.4,448.9
249.0,273.9,448.9
248.7,264.2,448.9
230.0,263.4,448.9
251.1,269.9,448.9
233.5,251.9,448.9
246.8,209.1,448.9
229.4,147.8,448.9
233.4,144.6,448.9
270.9,145.1,448.9
231.8,151.4,448.9
245.0,197.5,448.9
261.2,206.7,448.9
246.5,159.4,448.9
226.1,206.3,448.9
235.0,204.8,448.9
234.2,203.4,448.9
219.6,196.5,448.9
217.4,205.6,448.9
217.6,200.0,448.9
238.7,200.0,448.9
220.9,202.5,448.9
246.2,252.5,448.9
235.7,196.6,448.9
224.5,195.7,448.9
217.6,160.6,448.9
233.6,142.1,448.9
217.4,144.5,448.9
217.5,146.0,448.9
219.5,137.2,448.9
215.7,184.7,448.9
232.5,247.8,448.9
238.8,250.3,448.9
237.0,243.4,448.9
235.9,245.9,448.9
225.5,255.6,448.9
217.9,301.1,448.9
235.0,295.9,448.9
221.8,245.1,448.9
219.3,245.1,448.9
241.5,252.9,448.9
220.1,208.1,448.9
217.0,209.1,448.9
246.4,278.9,448.9
301.7,272.3,448.9
286.4,277.0,448.9
291.5,267.3,448.9
281.2,308.5,448.9
274.3,364.0,448.9
298.5,365.8,448.9
291.1,323.3,448.9
280.5,307.0,448.9
279.5,297.3,448.9
289.0,299.2,448.9
270.8,301.8,448.9
288.8,307.0,448.9
306.9,347.6,448.9
276.0,354.5,448.9
282.3,359.7,448.9
270.7,345.4,448.9
298.2,279.0,448.9
300.3,304.2,448.9
297.0,299.1,448.9
308.1,361.8,448.9
345.7,382.8,448.9
368.0,365.6,448.9
338.7,351.1,448.9
325.3,369.3,448.9
333.9,364.4,448.9
364.6,366.4,448.9
332.7,420.8,448.9
317.7,453.5,448.9
367.0,364.6,448.9
330.1,372.9,448.9
351.9,341.3,448.9
327.6,324.3,448.9
347.3,317.7,448.9
325.1,328.3,448.9
361.5,329.8,448.9
326.2,320.2,448.9
341.2,346.7,448.9
340.0,373.7,448.9
384.2,379.6,448.9
341.5,379.7,448.9
332.8,431.3,448.9
398.4,474.4,448.9
343.8,452.9,448.9
347.0,338.2,448.9
332.4,377.0,448.9
335.5,355.4,448.9
329.1,355.6,448.9
367.5,369.9,448.9
325.5,406.2,448.9
333.9,345.3,448.9
323.0,478.1,448.9
313.6,493.3,448.9
360.7,473.8,448.9
318.2,486.3,448.9
315.7,454.9,448.9
326.9,408.9,448.9
306.2,432.1,448.9
331.3,419.6,448.9
301.7,349.0,448.9
334.5,360.0,448.9
299.9,343.9,448.9
313.4,348.1,448.9
313.3,301.3,448.9
299.5,307.7,448.9
336.5,372.4,448.9
306.2,335.0,448.9
338.7,368.1,448.9
323.0,419.4,448.9
321.3,405.8,448.9
317.8,345.1,448.9
322.2,348.7,448.9
329.5,317.6,448.9
313.4,326.6,448.9
303.6,289.2,448.9
320.0,276.5,448.9
286.4,254.4,448.9
294.6,267.5,448.9
318.5,278.6,448.9
301.5,256.4,448.9
288.5,253.4,448.9
328.2,298.7,448.9
287.3,371.2,448.9
277.5,335.3,448.9
253.0,253.1,448.9
181.6,248.4,448.9
184.1,246.8,448.9
185.8,254.4,448.9
199.8,251.5,448.9
177.9,208.8,448.9
179.5,209.4,448.9
220.9,199.6,448.9
179.8,204.2,448.9
189.3,210.2,448.9
205.9,206.9,448.9
178.7,300.2,448.9
199.9,304.7,448.9
187.6,249.1,448.9
178.3,255.3,448.9
201.5,246.3,448.9
204.3,249.2,448.9
184.5,246.1,448.9
197.2,247.9,448.9
178.2,245.3,448.9
178.8,243.7,448.9
197.8,204.7,448.9
180.0,204.8,448.9
186.5,261.3,448.9
238.5,336.5,448.9
244.5,361.4,448.9
279.7,306.9,448.9
238.7,363.1,448.9
240.1,340.3,448.9
326.8,342.0,448.9
278.7,375.6,448.9
318.3,352.2,448.9
339.5,367.3,448.9
325.3,409.2,448.9
316.0,404.2,448.9
330.6,411.7,448.9
323.0,349.5,448.9
324.8,380.4,448.9
337.8,405.1,448.9
363.5,383.3,448.9
343.7,377.2,448.9
346.9,354.4,448.9
330.3,352.5,448.9
328.7,377.0,448.9
365.0,392.6,448.9
343.9,369.5,448.9
338.4,366.5,448.9
337.7,383.0,448.9
327.7,431.7,448.9
357.3,473.4,448.9
334.7,508.2,448.9
355.8,406.1,448.9
382.2,359.7,448.9
367.6,326.4,448.9
319.7,326.6,448.9
368.3,346.5,448.9
379.7,337.5,448.9
345.8,395.8,448.9
340.2,366.8,448.9
314.1,352.1,448.9
319.2,393.7,448.9
334.8,415.7,448.9
343.9,421.0,448.9
333.1,504.2,448.9
335.1,554.6,448.9
373.5,476.7,448.9
317.5,476.0,448.9
343.9,379.2,448.9
329.5,346.7,448.9
310.5,344.8,448.9
326.7,394.2,448.9
310.2,370.2,448.9
334.9,318.5,448.9
339.1,344.4,448.9
318.9,310.9,448.9
302.1,369.2,448.9
330.3,373.1,448.9
307.3,343.9,448.9
319.0,344.0,448.9
332.4,396.6,448.9
331.7,381.2,448.9
329.7,322.9,448.9
310.8,322.0,448.9
305.7,327.3,448.9
299.8,306.3,448.9
293.6,287.3,448.9
299.8,275.5,448.9
296.6,305.9,448.9
317.3,299.5,448.9
325.2,310.4,448.9
316.1,308.4,448.9
305.4,337.1,448.9
308.0,355.1,448.9
289.8,358.9,448.9
307.9,353.4,448.9
289.6,292.1,448.9
186.1,210.3,448.9
201.5,208.9,448.9
206.1,210.8,448.9
183.8,210.4,448.9
208.3,210.0,448.9
183.4,246.9,448.9
199.7,248.2,448.9
182.5,252.9,448.9
206.1,244.7,448.9
198.5,301.5,448.9
191.7,300.5,448.9
179.3,297.1,448.9
198.1,243.1,448.9
205.7,249.1,448.9
179.2,248.0,448.9
203.4,252.3,448.9
202.6,218.7,448.9
184.0,197.6,448.9
199.3,202.9,448.9
200.3,208.9,448.9
181.8,251.2,448.9
191.9,249.7,448.9
198.8,253.8,448.9
182.6,310.3,448.9
251.0,376.0,448.9
262.3,402.3,448.9
242.9,359.0,448.9
250.5,361.8,448.9
255.7,342.6,448.9
262.7,337.4,448.9
295.8,351.5,448.9
365.5,304.6,448.9
307.4,312.1,448.9
327.2,318.7,448.9
333.1,331.3,448.9
342.3,337.7,448.9
323.9,342.2,448.9
349.4,323.7,448.9
353.0,428.1,448.9
357.8,420.7,448.9
325.6,389.9,448.9
341.1,387.9,448.9
331.9,380.0,448.9
366.5,381.6,448.9
372.4,399.0,448.9
360.6,461.9,448.9
358.0,355.8,448.9
333.9,341.4,448.9
334.9,332.8,448.9
341.7,370.0,448.9
358.7,362.2,448.9
345.3,413.3,448.9
320.1,377.8,448.9
347.3,383.9,448.9
337.1,322.7,448.9
356.1,408.2,448.9
326.6,388.7,448.9
332.4,421.9,448.9
344.7,407.7,448.9
324.2,411.4,448.9
317.7,454.9,448.9
355.6,348.0,448.9
325.3,351.7,448.9
339.5,372.2,448.9
330.4,455.0,448.9
318.8,436.0,448.9
333.2,349.4,448.9
321.9,349.2,448.9
328.4,430.1,448.9
345.3,412.7,448.9
305.9,389.0,448.9
344.9,440.6,448.9
306.7,385.7,448.9
356.8,345.7,448.9
312.6,354.9,448.9
371.4,311.2,448.9
298.4,311.6,448.9
299.9,342.8,448.9
319.4,343.2,448.9
312.9,296.7,448.9
343.2,283.3,448.9
324.0,311.0,448.9
314.8,313.7,448.9
325.7,354.0,448.9
320.2,351.7,448.9
331.4,325.4,448.9
302.5,316.9,448.9
298.1,315.7,448.9
300.1,370.1,448.9
318.7,352.8,448.9
319.4,318.9,448.9
290.2,252.5,448.9
291.9,284.3,448.9
286.7,286.8,448.9
304.8,248.6,448.9
290.6,280.1,448.9
211.3,249.3,448.9
184.0,243.6,448.9
207.1,263.5,448.9
181.7,247.8,448.9
176.4,242.8,448.9
178.6,300.8,448.9
180.5,242.7,448.9
208.1,195.5,448.9
180.1,207.3,448.9
177.6,198.0,448.9
181.1,197.2,448.9
195.5,199.3,448.9
179.5,202.8,448.9
193.6,243.6,448.9
202.5,242.7,448.9
182.5,247.1,448.9
210.2,261.6,448.9
181.7,245.1,448.9
198.6,296.9,448.9
196.9,300.5,448.9
184.6,245.1,448.9
177.6,250.6,448.9
180.8,204.8,448.9
203.4,212.1,448.9
226.8,299.9,448.9
244.1,295.9,448.9
238.9,325.2,448.9
235.9,364.7,448.9
232.2,348.3,448.9
236.8,347.7,448.9
258.0,349.0,448.9
335.0,344.3,448.9
319.6,404.8,448.9
337.3,435.7,448.9
330.5,382.3,448.9
321.6,307.4,448.9
329.2,336.2,448.9
323.6,341.3,448.9
343.6,347.5,448.9
333.9,339.3,448.9
336.1,348.5,448.9
352.4,359.2,448.9
329.3,361.5,448.9
352.5,367.4,448.9
338.6,374.3,448.9
344.5,424.7,448.9
349.5,465.6,448.9
332.2,372.4,448.9
329.3,368.2,448.9
394.9,324.8,448.9
336.1,340.3,448.9
388.7,327.0,448.9
354.4,330.7,448.9
327.2,360.4,448.9
364.9,314.8,448.9
326.5,370.7,448.9
339.0,419.3,448.9
324.4,438.2,448.9
345.2,409.8,448.9
334.9,412.7,448.9
339.5,367.3,448.9
334.7,371.8,448.9
320.5,362.1,448.9
332.4,358.1,448.9
377.4,335.2,448.9
345.6,332.4,448.9
348.5,368.2,448.9
337.0,330.2,448.9
320.8,339.4,448.9
306.7,405.8,448.9
324.2,414.9,448.9
306.0,395.9,448.9
343.4,409.0,448.9
326.7,346.9,448.9
304.6,355.3,448.9
301.6,367.4,448.9
327.1,288.4,448.9
308.1,294.7,448.9
318.4,278.5,448.9
342.6,282.4,448.9
311.8,325.9,448.9
325.5,324.2,448.9
320.2,350.2,448.9
311.2,350.9,448.9
314.4,322.1,448.9
322.1,356.5,448.9
320.0,378.3,448.9
308.3,353.3,448.9
338.5,313.4,448.9
310.2,295.0,448.9
349.4,275.2,448.9
297.7,258.6,448.9
284.5,264.0,448.9
320.3,300.3,448.9
289.4,346.1,448.9
298.9,350.5,448.9
184.6,248.6,448.9
206.1,250.5,448.9
199.2,244.2,448.9
186.9,246.3,448.9
199.0,242.0,448.9
177.9,243.4,448.9
178.0,203.5,448.9
177.4,202.0,448.9
184.6,201.6,448.9
176.4,257.0,448.9
182.6,300.1,448.9
199.6,252.2,448.9
176.9,247.6,448.9
192.9,242.8,448.9
198.7,238.5,448.9
180.5,244.8,448.9
191.5,246.0,448.9
198.2,242.1,448.9
181.2,241.3,448.9
179.2,199.0,448.9
197.4,202.1,448.9
173.2,202.8,448.9
203.7,256.8,448.9
186.7,255.9,448.9
225.5,348.1,448.9
236.2,346.2,448.9
232.6,350.4,448.9
245.3,344.5,448.9
234.8,336.0,448.9
243.8,327.9,448.9
241.2,331.9,448.9
289.8,320.7,448.9
322.1,341.4,448.9
318.9,342.5,448.9
335.1,429.3,448.9
327.3,428.1,448.9
313.1,316.0,448.9
341.8,424.5,448.9
312.6,417.3,448.9
328.2,438.0,448.9
315.9,416.4,448.9
321.6,434.1,448.9
319.4,426.7,448.9
308.6,383.6,448.9
314.3,308.2,448.9
338.2,296.2,448.9
322.5,347.7,448.9
222.1,395.9,448.9
320.7,395.6,448.9
340.9,335.2,448.9
314.0,303.2,448.9
343.6,296.2,448.9
338.3,366.0,448.9
333.9,327.8,448.9
318.4,384.5,448.9
352.0,379.4,448.9
318.7,391.8,448.9
347.2,385.1,448.9
315.4,423.4,448.9
330.6,415.8,448.9
309.5,505.1,448.9
311.9,438.9,448.9
310.7,385.1,448.9
308.3,410.5,448.9
342.8,380.4,448.9
303.2,372.3,448.9
359.4,375.2,448.9
311.2,341.7,448.9
306.8,411.4,448.9
297.8,421.7,448.9
322.9,420.7,448.9
307.1,417.5,448.9
310.3,438.1,448.9
295.4,467.0,448.9
312.0,380.8,448.9
305.9,383.8,448.9
281.4,386.1,448.9
308.3,343.0,448.9
284.3,369.6,448.9
303.2,331.2,448.9
285.7,360.0,448.9
300.2,334.8,448.9
286.8,435.6,448.9
288.5,422.5,448.9
329.3,396.3,448.9
287.1,411.0,448.9
297.4,369.4,448.9
285.8,372.5,448.9
309.1,356.2,448.9
281.7,347.4,448.9
286.6,349.6,448.9
305.0,339.6,448.9
284.8,299.1,448.9
280.3,295.0,448.9
297.6,351.6,448.9
275.7,330.9,448.9
205.9,199.2,448.9
218.0,137.1,448.9
194.5,141.7,448.9
214.1,187.3,448.9
194.5,240.5,448.9
228.0,236.4,448.9
194.5,241.8,448.9
197.7,180.9,448.9
211.3,178.9,448.9
219.9,185.2,448.9
192.5,185.6,448.9
188.9,180.8,448.9
208.5,187.0,448.9
210.6,137.9,448.9
200.3,142.7,448.9
213.1,136.4,448.9
218.0,138.5,448.9
204.6,137.7,448.9
212.9,190.1,448.9
199.0,242.1,448.9
210.7,183.7,448.9
213.0,177.0,448.9
209.8,177.8,448.9
200.5,180.3,448.9
193.2,197.6,448.9
219.8,242.0,448.9
212.4,240.3,448.9
194.1,291.6,448.9
215.3,275.9,448.9
203.8,298.5,448.9
191.0,304.1,448.9
185.0,244.0,448.9
202.1,291.5,448.9
203.3,289.5,448.9
197.0,309.0,448.9
212.2,343.3,448.9
186.7,345.5,448.9
193.3,330.1,448.9
189.6,395.1,448.9
187.7,370.3,448.9
204.5,325.8,448.9
202.2,358.8,448.9
184.6,329.0,448.9
200.7,317.6,448.9
187.8,320.0,448.9
189.2,281.5,448.9
183.3,285.9,448.9
209.5,278.8,448.9
237.5,304.9,448.9
235.1,357.1,448.9
253.1,326.8,448.9
244.4,360.0,448.9
235.6,422.2,448.9
251.3,398.6,448.9
231.4,365.9,448.9
234.7,289.0,448.9
232.1,288.0,448.9
232.8,288.1,448.9
240.0,288.5,448.9
250.5,290.8,448.9
235.1,285.9,448.9
237.7,362.0,448.9
236.1,334.4,448.9
240.6,328.4,448.9
269.2,332.3,448.9
232.2,330.5,448.9
231.4,383.1,448.9
229.4,389.3,448.9
211.4,314.1,448.9
219.8,319.9,448.9
231.2,299.2,448.9
220.4,319.2,448.9
233.7,284.5,448.9
216.9,287.8,448.9
236.6,322.6,448.9
212.5,333.1,448.9
218.3,358.5,448.9
232.5,309.3,448.9
219.9,309.1,448.9
218.8,344.5,448.9
240.6,304.2,448.9
233.5,308.0,448.9
216.7,257.2,448.9
233.7,254.0,448.9
236.3,226.5,448.9
228.4,192.7,448.9
239.9,197.7,448.9
233.1,193.4,448.9
239.9,166.8,448.9
219.9,162.1,448.9
236.4,166.1,448.9
221.7,206.2,448.9
238.7,262.2,448.9
214.2,265.6,448.9
221.6,211.9,448.9
236.6,195.7,448.9
219.1,190.5,448.9
236.8,195.3,448.9
242.5,197.5,448.9
216.2,191.3,448.9
220.5,165.2,448.9
242.6,151.0,448.9
220.3,203.4,448.9
233.6,204.2,448.9
224.8,149.4,448.9
217.7,151.0,448.9
219.4,204.9,448.9
254.0,194.8,448.9
215.8,194.5,448.9
220.3,191.3,448.9
254.5,187.2,448.9
221.2,263.3,448.9
232.1,243.1,448.9
238.6,243.2,448.9
226.1,193.9,448.9
215.6,190.9,448.9
236.1,190.4,448.9
215.8,204.1,448.9
219.8,149.8,448.9
240.1,148.2,448.9
219.6,147.3,448.9
229.1,146.6,448.9
238.6,155.0,448.9
237.4,248.9,448.9
216.7,266.5,448.9
228.6,212.1,448.9
235.9,215.1,448.9
210.2,236.5,448.9
210.9,234.4,448.9
239.8,248.9,448.9
211.9,326.2,448.9
235.7,362.4,448.9
208.2,343.0,448.9
213.0,210.9,448.9
233.1,233.8,448.9
213.4,294.1,448.9
230.0,293.8,448.9
212.0,199.5,448.9
219.3,226.4,448.9
231.0,220.4,448.9
213.2,332.0,448.9
208.1,295.9,448.9
211.0,327.0,448.9
229.1,302.2,448.9
253.1,297.6,448.9
235.0,366.2,448.9
243.8,352.0,448.9
255.0,353.7,448.9
238.2,390.9,448.9
256.9,293.1,448.9
242.9,281.8,448.9
261.1,302.4,448.9
251.4,246.1,448.9
236.2,245.6,448.9
263.9,246.7,448.9
238.8,244.8,448.9
250.8,248.2,448.9
234.4,293.7,448.9
234.4,350.3,448.9
237.6,348.9,448.9
249.3,340.3,448.9
231.7,287.4,448.9
240.6,291.7,448.9
268.6,291.3,448.9
233.7,290.9,448.9
268.9,293.1,448.9
234.8,290.9,448.9
238.6,207.4,448.9
252.2,189.4,448.9
229.4,189.4,448.9
257.2,188.3,448.9
248.9,243.0,448.9
270.6,246.7,448.9
239.8,246.3,448.9
234.4,230.5,448.9
227.2,234.4,448.9
230.2,229.4,448.9
222.4,227.6,448.9
254.7,235.3,448.9
218.1,233.2,448.9
236.2,231.1,448.9
221.2,232.4,448.9
218.7,292.7,448.9
237.6,287.2,448.9
219.7,176.9,448.9
219.1,183.8,448.9
218.4,185.3,448.9
220.5,185.8,448.9
233.8,185.4,448.9
227.1,187.6,448.9
215.1,226.4,448.9
255.2,228.2,448.9
219.3,183.9,448.9
219.2,242.7,448.9
255.0,251.1,448.9
220.5,187.8,448.9
219.9,190.7,448.9
242.6,189.7,448.9
218.2,187.6,448.9
218.2,188.5,448.9
220.1,185.7,448.9
238.0,143.3,448.9
236.6,144.1,448.9
224.2,145.7,448.9
244.4,331.9,448.9
300.1,318.1,448.9
279.2,304.8,448.9
304.5,309.4,448.9
311.4,308.3,448.9
286.8,305.6,448.9
281.0,316.4,448.9
282.5,308.3,448.9
276.5,303.0,448.9
300.0,302.9,448.9
295.4,354.8,448.9
290.2,359.4,448.9
300.8,363.4,448.9
302.6,342.7,448.9
280.4,348.9,448.9
297.5,347.4,448.9
288.2,329.9,448.9
295.2,330.6,448.9
349.0,330.4,448.9
313.6,328.7,448.9
320.8,346.2,448.9
349.9,365.6,448.9
321.9,367.6,448.9
346.5,388.6,448.9
333.8,299.4,448.9
337.6,369.0,448.9
348.7,330.8,448.9
342.4,374.6,448.9
351.4,380.5,448.9
347.9,377.8,448.9
355.3,374.9,448.9
343.2,354.6,448.9
336.1,383.8,448.9
389.5,388.6,448.9
333.0,445.3,448.9
327.5,399.0,448.9
366.9,367.8,448.9
347.0,330.5,448.9
328.7,359.3,448.9
347.3,317.4,448.9
325.0,347.4,448.9
325.7,349.1,448.9
358.3,348.6,448.9
325.7,475.7,448.9
350.2,491.0,448.9
346.5,410.9,448.9
341.6,430.9,448.9
336.2,454.8,448.9
323.0,380.1,448.9
341.5,377.6,448.9
336.4,363.3,448.9
319.1,326.1,448.9
319.7,333.6,448.9
338.0,391.7,448.9
313.5,353.8,448.9
329.4,336.9,448.9
347.0,371.0,448.9
391.6,462.6,448.9
375.1,436.3,448.9
318.4,413.9,448.9
306.2,352.1,448.9
303.5,385.6,448.9
342.8,348.9,448.9
296.7,345.4,448.9
300.1,306.2,448.9
316.8,280.1,448.9
325.5,332.5,448.9
308.0,339.3,448.9
311.6,279.5,448.9
326.7,267.8,448.9
342.9,322.2,448.9
336.6,314.8,448.9
322.2,315.9,448.9
305.6,371.3,448.9
322.4,379.9,448.9
303.2,396.0,448.9
307.3,305.5,448.9
306.1,341.2,448.9
304.5,306.3,448.9
315.1,306.7,448.9
299.2,310.4,448.9
300.8,260.4,448.9
292.8,261.1,448.9
315.1,262.9,448.9
221.6,205.7,448.9
230.8,251.7,448.9
197.5,254.6,448.9
193.3,243.2,448.9
213.5,243.4,448.9
211.8,248.3,448.9
194.6,249.9,448.9
190.7,240.6,448.9
190.6,237.7,448.9
212.4,242.1,448.9
194.1,304.0,448.9
211.3,303.3,448.9
194.8,294.9,448.9
193.6,241.1,448.9
210.7,203.3,448.9
201.5,200.5,448.9
224.1,197.0,448.9
198.5,195.2,448.9
198.8,201.8,448.9
194.3,254.2,448.9
