University Library (OV),Redwood Hall (RE),University Student Union (USU),Campus Store Complex (CSC),Jacaranda Hall (JD),Sierra Hall (SH),Parking Lot B1 (PL:B1),Parking Lot and Structure B3 (PLPS:B3),Parking Lot B4 (PL:B4),Parking Lot and Structure B5 (PLPS:B5),Parking Lot B6 (PL:B6),Parking Lots C6 and D6 (PL:C6D6),Parking Lot F5 (PL:F5),Parking Structure G3 (PS:G3),Parking Structure G6 (PS:G6)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.137817688,0.228040619,0,0.170069626,0,0.059445553,0.098687141,0,0.121321533
11.71,15.84,1.94,6.05,20.29,2.82,71.1996094,64.4123477,30.2430742,85.5140781,31.5801016,27.3137988,26.2000137,35.1516523,58.8557266
24.31,31.03,3.14,9.54,37.37,3.73,234.340859,264.353156,111.861461,273.230031,142.373656,93.2095547,119.566461,140.278063,187.795734
35.87,44.75,4.44,12.59,52.62,8.06,322.62375,434.466781,179.590891,383.683188,239.918438,134.389906,189.991406,214.432625,264.762281
290.82,450.59,67.9,155.2,382.4,97,357.34425,536.495375,216.951406,431.375625,289.016219,151.412188,227.801391,253.963406,299.455469
291,455.9,67.9,155.2,400.3,97,462.657281,702.709375,285.181344,560.271188,380.360125,198.593531,299.824344,331.622594,389.507781
291,453.46,67.9,155.2,395.32,97,343.976313,545.410563,208.095781,419.365531,295.075719,146.995078,233.44,256.526234,291.969594
38.78,45.66,5.1,15.4,54.66,8.57,272.559719,443.728656,164.100375,335.379719,240.977797,117.10457,189.503672,209.049609,235.460156
28.65,34.93,4.12,11.38,41.51,4.18,243.985406,414.034688,143.438891,312.066531,214.758609,106.475492,158.735625,198.039688,218.883766
18.77,22.99,3.13,7.5,27.13,3.61,108.050266,211.795516,62.0433086,156.173391,96.8440078,50.0799805,64.7753359,105.275055,113.397836
3.79,4.93,0.91,2.01,5.74,1.12,3.64007129,10.93629,2.643966553,6.02681689,4.63530615,1.764692627,3.388514893,5.2510376,4.25283887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.137976852,0.228338409,0,0.170175552,0,0.059526527,0.098799599,0,0.121484627
10.95,15.04,1.89,5.73,19.02,2.74,73.8189453,80.3472031,35.7733945,88.5774922,40.9055352,29.1623496,32.8280742,41.1039531,61.2907305
24.03,31.34,3.31,9.8,37.32,4.12,66.9829297,111.668648,40.9568281,82.5339141,60.0998359,29.4871348,47.4330117,52.2207734,58.2653672
33.79,41.99,4.13,11.75,49.44,7.53,60.5037422,101.791766,36.9682578,74.2471563,55.0694805,26.5974063,43.5235156,47.5907344,52.7203477
281.96,432.93,67.9,154.45,376.98,97,67.1270703,113.571336,41.045207,82.703875,61.2418867,29.7439355,48.2468125,52.9803359,58.3774492
291,452.58,67.9,155.2,394.15,97,76.9422891,129.664813,47.202043,95.014875,70.3033047,34.0144844,55.5252891,60.8453203,67.1851563
287.76,442.56,67.9,155.2,391.3,97,76.4464141,128.349641,46.7755938,93.9905,69.6536641,33.7111445,54.7832695,60.0374336,66.3534922
36.24,42.6,4.69,14.34,51.21,7.91,88.3597656,149.275828,54.2551719,109.243664,80.7553125,39.102375,63.6376406,69.7994219,77.0891719
34.43,50.9,7.26,17.7,55.18,10.52,160.936125,271.834875,97.6683594,201.479844,145.42375,70.5837813,111.889188,127.977219,141.522828
19.25,27.47,4.01,9.5,30.03,5.78,73.9009141,126.760164,44.8716758,92.8473359,67.217875,32.744916,51.9021523,59.9367266,65.6291953
2.58,3.66,0.59,1.37,3.95,0.83,4.80982227,8.74755957,2.9749165,6.10305566,4.62719531,2.14938525,3.625064209,4.09832129,4.33490039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.23,15.66,2.05,5.93,19.3,2.99,70.1405781,57.8780703,27.5096953,84.9653203,27.3470156,26.7564043,22.5362383,32.3713691,58.7426758
23.14,30.35,3.24,9.54,36.03,4.09,232.283,261.35625,110.678477,272.650125,141.049359,93.0795625,118.005891,138.897016,186.804656
32.44,40.28,3.96,11.27,47.43,7.21,325.267781,431.650281,178.469688,385.178438,238.641766,134.944344,189.069875,213.704922,266.0645
271,413.95,65.1,148.97,372.9,97,431.071469,619.497563,261.655578,516.1625,332.942844,181.237234,263.644531,294.196656,355.89525
286.54,441.42,67.9,155.2,389.95,97,469.077406,705.43025,289.738906,567.930313,382.046656,200.910406,299.678906,332.308375,392.375844
280.65,428.58,67.82,154.09,387.56,97,465.1325,717.897688,281.078531,565.416125,390.911031,197.770156,308.211781,338.281656,390.063469
34.69,40.67,4.47,13.69,48.92,7.52,392.362844,630.396188,230.887797,485.830406,343.755969,165.4465,267.536969,297.135375,337.583063
26.76,33.51,4.03,10.97,39.29,4.27,255.562422,437.143781,147.237734,330.574719,224.992141,112.532484,161.898172,209.018172,232.613109
16.79,21.01,2.88,6.89,24.72,3.36,117.963594,229.9525,67.4321563,170.209828,106.25907,54.3313828,71.2639922,114.416242,123.236445
3.38,4.7,0.78,1.8,5.15,1.07,4.2337832,11.7864307,3.000822998,6.69486816,5.13496826,2.02120117,3.81181689,5.6439502,4.76443604
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.053054543,0.084602097,0,0.065208557,0,0.020887362,0.038596256,0,0.047914963
11.43,16.11,2.36,5.92,18.37,3.43,40.5898906,64.0066016,23.6165859,50.0025977,34.3314297,17.6657734,27.1714863,30.4243105,35.3548867
24.05,32.02,3.52,10.18,37.71,4.56,125.932914,180.468594,72.6465547,151.487391,97.6600781,53.1298711,77.9390547,87.8217969,105.568508
32.96,41.6,4.14,11.72,48.89,7.51,123.528953,202.541797,75.4340156,151.773453,109.44893,54.1220391,86.4566016,95.0880625,106.748836
280.59,430.23,67.76,153.87,376.34,97,322.30025,489.186625,196.200875,391.195531,264.133313,137.942297,208.670516,231.55925,271.307094
290.89,450.45,67.9,155.2,392.32,97,478.712594,721.836125,295.300469,578.103938,391.353094,204.44475,308.755313,341.636094,400.728188
285.84,438.95,67.9,155.2,390.05,97,474.215813,729.94,286.525,574.954438,397.185531,201.228828,314.0805,343.719906,397.513781
37.1,44.46,5.02,15.01,53.09,8.41,401.193375,642.084438,235.583703,494.584469,349.303688,167.964578,272.772438,303.676469,344.176281
27.45,33.43,4.1,11.19,40.21,4.29,279.234875,476.81375,159.704656,362.776813,242.863344,122.26757,173.984766,228.101969,253.916922
17.59,22.2,3.06,7.31,26.01,3.63,111.842227,219.531516,63.6272539,163.013828,101.555227,51.9652031,67.5441328,109.040305,117.776367
4.53,6.14,1.06,2.4,6.85,1.39,3.605963623,10.6066572,2.610169678,5.89052051,4.50349463,1.732261841,3.35112109,5.10154541,4.1925542
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.052717136,0.083922279,0,0.06480191,0,0.02076325,0.038362881,0,0.047646523
10.71,14.75,1.95,5.66,18.25,2.84,52.1340078,60.1369727,27.1663145,62.6192539,30.8652813,20.8854238,24.5109023,30.1672891,43.4035195
23.27,30.78,3.34,9.75,36.38,4.28,211.136375,244.760594,103.52975,249.412234,132.804219,84.9266641,110.547789,129.091617,171.457578
31.38,40.46,4.03,11.42,47.54,7.31,321.022938,422.5815,174.272875,380.2065,233.974422,132.592125,185.153688,210.202531,261.653703
268.47,415.19,65.3,142.44,373.24,97,403.196,581.248125,243.547672,483.911,313.165719,169.834641,247.486063,276.266469,332.733938
285.25,439.09,67.9,155.2,389.33,97,439.419844,658.788063,270.715125,530.005875,356.8395,187.281375,281.50975,311.528438,367.965781
280.23,427.88,67.67,153.94,383.82,97,456.003406,706.36525,275.552406,554.508188,382.694563,193.516516,301.760063,331.897969,383.591375
34.67,40.55,4.43,13.64,48.5,7.48,396.367469,636.418188,234.304344,489.978031,346.267094,166.518844,270.130219,300.378344,341.750031
26.8,32.62,4,10.93,39.24,4.19,273.877281,467.784406,157.26225,355.842625,240.265219,119.913344,171.402969,224.193078,249.469469
16.99,21.17,2.9,6.93,24.96,3.36,108.007508,212.300141,61.5566055,157.407359,97.8556172,50.2341328,65.6943984,105.11768,113.827703
4.17,5.66,0.98,2.21,6.34,1.28,3.604580322,10.5193906,2.59746631,5.86069873,4.46564258,1.725449829,3.3253916,5.05672949,4.16834912
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.72,14.76,1.95,5.66,18.27,2.84,68.2624453,63.6947813,29.923707,81.6998516,31.0912852,26.4081543,24.7366406,33.7239727,57.2040352
22.8,29.92,3.2,9.41,35.07,4.03,204.417844,229.960594,98.4110547,240.659,124.333852,81.7171094,104.599602,122.666266,165.166719
31.28,39.78,3.96,11.25,47.2,7.2,349.950125,463.524563,190.600156,414.413094,256.635781,144.978281,202.864969,229.610234,285.236188
39.55,75.52,8.58,142.41,121.23,8.66,387.928219,567.5805,233.568672,466.389188,304.056813,163.884688,240.579828,268.352125,323.390656
286.48,441.43,67.9,155.2,389,97,427.891563,651.445375,264.42525,518.771688,351.699344,183.797031,278.149781,307.187844,360.098125
281.18,429.06,67.9,154.29,384.24,97,308.230656,493.353344,187.346828,376.161531,267.170719,133.242063,210.212172,231.888031,263.310969
34.78,40.62,4.44,13.67,48.59,7.48,351.00525,565.4455,208.828156,431.890188,307.298688,148.364469,240.753875,266.688656,301.158656
26.52,32.61,4,10.92,39.24,4.18,218.977609,371.557344,129.4335,279.949813,193.286594,96.2799375,143.692375,177.173828,196.716734
16.87,21.34,2.95,7.04,24.99,3.52,87.5248906,159.715203,51.4123828,117.583523,79.3422109,39.7868672,58.1944297,77.3834922,84.1740313
4.19,5.67,0.98,2.22,6.36,1.29,4.11585693,9.1972002,2.681187744,5.70137012,4.56751563,1.917956909,3.529075439,4.35289014,4.10327832
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.52,16.83,2.62,6.14,18.08,3.82,64.9731797,53.1262969,25.8142148,78.3180625,24.7982832,24.8835703,19.6231328,29.0710371,55.1953945
25.4,37.06,5.69,13.42,39.98,8.28,227.841141,241.797453,106.150891,267.162125,130.645078,89.864625,111.357492,132.638734,182.845578
30.97,45.6,7.08,16.5,49.04,10.42,357.482844,457.550844,192.065094,420.555063,254.059266,147.459938,201.469656,228.718109,289.634969
45.69,67.14,10.26,24.14,72.37,15.31,433.489063,623.443,259.348844,520.9155,335.715688,182.665859,265.922656,297.241469,358.433875
55.8,82.61,12.74,29.75,87.27,19.09,425.409656,645.540313,262.542375,515.649844,349.405656,182.5595,276.485531,304.379656,357.469813
40.97,60.52,9.41,21.89,64.56,13.93,461.177281,713.118063,278.310594,560.726188,387.154563,195.330516,305.553875,334.932781,388.276719
30.56,44.87,6.91,16.21,48.29,10.27,397.583563,635.449875,234.364422,490.601531,346.486813,166.795375,270.044531,301.024125,342.495438
22.63,33.16,5.01,11.88,35.74,7.28,275.61875,471.837406,158.154766,359.051063,240.597953,119.752141,172.118578,226.108656,251.301172
19.19,27.45,4,9.53,29.95,5.81,112.82882,223.449469,64.0566914,166.906922,102.55643,52.8924805,66.3525,112.012805,120.942055
3.14,4.55,0.71,1.67,4.88,1.03,3.050939209,9.78,2.29533252,5.26261084,3.84306982,1.460596924,2.865984619,4.70248047,3.74936768
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55,2.3,0.37,0.84,2.52,0.55,58.0642813,50.7410859,24.5908457,69.9672578,24.1050723,22.3864063,18.9973906,27.0662188,49.4713828
3.1,4.57,0.71,1.65,4.91,1.04,218.244969,234.696359,103.182977,256.812109,126.625859,86.0450938,107.852578,127.981367,175.594453
7.21,10.61,1.66,3.84,11.42,2.43,356.341531,456.155656,190.816172,418.401781,253.189844,146.592969,199.695594,228.211969,288.851406
42.82,62.85,9.54,22.53,67.82,14.31,441.778313,632.539313,265.51,530.68075,339.981406,186.441281,269.369906,300.669844,365.145844
70.92,105.54,16.42,37.99,110.23,24.57,479.762344,716.361188,297.240531,581.482375,388.085344,204.328516,306.153781,338.789719,400.835156
19.86,29.26,4.57,10.6,31.48,6.69,467.994969,720.878188,283.914125,568.720438,389.928563,198.009016,309.239375,338.787031,392.602469
18.68,27.51,4.29,9.96,29.6,6.29,393.304219,630.796563,232.342688,483.987656,342.13675,165.490578,268.435969,298.383625,337.844875
26.35,38.78,6.04,14.04,41.71,8.83,168.763125,284.466438,101.111039,212.314188,150.696016,73.9964219,115.530375,134.714438,149.313406
18.56,27.27,4.25,9.85,29.32,6.21,128.556266,239.105484,74.3905547,176.321125,115.771648,58.6353164,83.0784375,116.966148,127.140609
3.15,4.57,0.71,1.68,4.9,1.04,6.23128467,14.3625527,4.15027295,8.87062109,6.77167236,2.87360742,5.20130615,6.82807227,6.33638135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.55,14.59,1.99,5.56,17.64,2.89,27.3002988,43.469375,16.4830449,33.4692422,23.3635039,11.8657539,18.4446895,20.5303574,23.5179102
21.82,28.71,3.08,9.05,33.44,3.91,82.5873984,132.841156,50.0651367,101.224617,71.8858281,35.9396523,56.7175586,62.6566055,70.9627734
30.84,39.75,4.06,11.41,46.96,5.45,61.5746914,104.080891,37.6150859,76.0218359,55.9717305,27.1956309,44.2723516,48.5245,53.7965625
36.94,44.06,4.23,13.03,52.03,7.78,198.020406,321.583281,120.773969,241.671547,173.484016,86.5664531,137.320313,150.665422,170.289406
280.22,429.17,67.69,153.83,382.88,97,324.075125,506.377375,199.073172,393.687719,274.163063,139.672703,215.851219,238.646531,274.968188
275.31,418.3,66.17,151.65,381.78,97,172.313984,286.688969,105.275141,211.491125,155.151766,75.6590625,122.074281,133.624156,149.552141
34.31,41.18,4.6,13.88,48.99,7.72,137.270672,229.50225,84.1089063,168.938375,124.774086,60.2449648,98.1709766,107.457195,118.770023
26.87,33.8,4.24,11.37,40.03,4.66,173.874594,292.826094,104.238836,219.098391,155.407875,75.9757656,119.04082,138.5915,153.986547
17.27,21.99,3.05,7.28,25.69,3.68,17.9255859,30.1965195,10.9468418,22.0161758,16.3024434,7.90210742,12.8223232,14.0837725,15.5637324
3.94,5.36,0.92,2.09,5.96,1.22,0.558889954,0.903287903,0.337819489,0.683239746,0.478481964,0.240751495,0.376610748,0.423947876,0.482984314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.54,14.6,2,5.55,17.57,2.9,28.8480352,47.32725,16.8954238,35.7982031,25.6009102,12.7525195,20.1116074,22.3722109,25.5220469
22.32,29.6,3.23,9.39,34.38,4.15,181.541469,218.854703,93.6196719,216.321063,118.089781,73.7225859,97.8326172,113.89182,149.028297
31.12,40.17,4.11,11.54,47.44,4.55,164.624906,262.184594,98.7457578,200.687906,142.511016,71.4526953,111.898297,123.748898,141.315578
38.54,46.87,4.67,14.02,55.04,8.48,258.546766,401.710188,157.600078,314.644563,216.275297,111.46907,170.345547,188.848797,219.320609
280.97,430.32,67.9,154.12,383.33,97,318.08325,498.298438,194.738297,386.745438,269.839,137.461781,212.670906,234.976969,270.1615
276.39,419.67,66.41,151.24,382.07,97,236.768547,388.268594,144.910859,290.82775,210.059781,103.436898,165.892391,182.603047,204.496219
33.95,40.3,4.43,13.56,48.12,7.47,217.239078,358.547406,131.932609,266.644531,194.793672,94.2958906,153.644719,168.332547,188.03075
26.48,32.7,4.02,10.96,39.04,4.25,139.741938,236.374203,84.7211641,174.185094,126.880719,61.6087344,98.3761484,110.561195,122.520125
16.85,21.16,2.91,6.95,24.86,3.42,101.603953,187.236078,59.4878281,138.190641,91.8542109,46.2393438,66.6369063,90.8781875,99.0165391
4.16,5.63,0.98,2.21,6.29,1.28,5.54087256,12.0977588,3.602332275,7.64755908,5.9882627,2.57453564,4.63084131,5.75072363,5.48207715
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.052788055,0.08415284,0,0.064896217,0,0.02078968,0.038422821,0,0.047701813
10.15,14.51,2.2,5.34,15.78,3.2,56.7166328,47.3892578,23.3816973,68.7073516,22.2589609,22.026332,17.4803809,26.0184316,49.478207
24.1,35.26,4.63,11.98,39.2,6.72,212.212422,221.204906,100.831391,251.038125,120.824727,84.3547266,103.417398,123.310992,171.032766
38.07,56.61,7.51,18.87,62.64,10.91,351.597813,446.071813,187.068703,413.997063,247.903047,144.331406,196.192625,223.92075,284.720469
48.57,69.77,9.34,23.37,77.16,15.32,443.674219,635.02325,264.448531,533.063313,341.3245,186.916984,267.948844,301.518875,366.422594
170.51,257.59,40.43,92.84,262.89,61.04,473.240531,703.856938,292.471313,571.984438,381.0415,202.447594,301.725063,333.644375,395.548063
134.28,202.32,31.83,72.78,208.37,47.95,464.848656,712.511,280.925656,562.9725,386.53625,195.947375,306.031344,335.670438,389.238625
44.19,63.89,8.88,21.81,70.49,14.23,398.897688,636.72925,235.744922,492.259375,346.661125,167.845219,271.777063,301.752594,343.716813
33.11,48.39,6.84,16.68,52.7,9.78,259.936906,443.709406,150.555984,338.444969,227.121156,114.003555,165.55525,212.555797,237.074609
18.98,27.15,3.96,9.42,29.62,5.74,105.855969,206.706313,60.8097344,154.151422,96.3526484,49.5326523,64.7337852,102.838953,111.220031
3.25,4.62,0.74,1.73,4.98,1.05,3.65612842,10.295417,2.60402295,5.83382666,4.38943311,1.74780615,3.306746338,4.96751367,4.17402246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.053233517,0.08490863,0,0.065440239,0,0.021004339,0.038727531,0,0.048091053
6.25,9.07,1.41,3.33,9.77,2.05,52.1521055,45.0359883,22.1931523,62.5344023,21.3581875,20.0879434,16.808416,24.4025781,45.0945078
11.8,17.39,2.71,6.3,18.71,3.98,211.601484,223.310625,101.440344,250.149672,122.263359,84.1221719,103.779609,123.677281,171.62075
38.91,57.37,8.75,20.61,61.66,12.75,336.803063,435.171688,180.768109,397.314563,240.751578,138.525344,190.743281,217.178641,273.578281
51.13,74.75,10.71,25.98,81.27,16.76,384.695469,556.625625,229.819,462.558406,299.037875,162.565406,236.738797,264.639938,319.825625
172.49,261.25,41,94.16,266.56,61.92,432.598719,647.127875,266.468781,523.374375,350.351125,184.344438,276.023688,307.392688,362.11625
234.41,191.78,21.53,29.63,311.91,86.15,448.432,690.811125,270.922531,543.182438,374.33975,189.774828,297.260938,325.866719,377.255406
40.01,56.62,7.68,19.44,63.88,12.39,366.357719,582.3765,214.540641,450.730188,317.809438,152.814141,247.545219,276.14675,313.504563
33.56,49.33,7.34,17.54,53.2,10.65,247.179609,421.650344,143.221797,320.677156,216.7725,108.738094,157.820797,201.508406,225.371484
19.52,28.16,4.28,9.91,30.24,6.22,117.584914,231.053359,67.5478516,171.822766,106.481813,55.0523789,71.0109922,114.569813,124.59407
2.89,4.19,0.65,1.54,4.49,0.95,3.73312891,11.1955479,2.73715283,6.23444922,4.50278516,1.803839478,3.375255127,5.40749902,4.4419751
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
